Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Slovenia,SVN,56.7179985046387,59.5190010070801,61.0369987487793,60.4599990844727
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Solomon Islands,SLB,87.3470001220703,87.3359985351563,87.3170013427734,87.2900009155273
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Somalia,SOM,39.8499984741211,39.7410011291504,39.6510009765625,39.5410003662109
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,South Africa,ZAF,46.9070014953613,46.8040008544922,46.6220016479492,45.6990013122559
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,South Sudan,SSD,66.9199981689453,66.7949981689453,66.6380004882813,66.463996887207
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Spain,ESP,52.6469993591309,53.8899993896484,54.9780006408691,55.5330009460449
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Sri Lanka,LKA,72.0009994506836,71.713996887207,70.2129974365234,69.375
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,St. Kitts and Nevis,KNA,..,..,..,..
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,St. Lucia,LCA,62.3170013427734,63.1119995117188,63.2509994506836,63.8600006103516
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,St. Martin (French part),MAF,..,..,..,..
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,St. Vincent and the Grenadines,VCT,60.1529998779297,60.0550003051758,60.0120010375977,59.9420013427734
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Sudan,SDN,61.1230010986328,60.8009986877441,60.4550018310547,60.0909996032715
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Suriname,SUR,63.3050003051758,63.2330017089844,63.1150016784668,63.0410003662109
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Sweden,SWE,62.4720001220703,62.9570007324219,63.2700004577637,63.1520004272461
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Switzerland,CHE,70.8850021362305,71.0540008544922,70.9860000610352,70.6129989624023
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Syrian Arab Republic,SYR,67.5500030517578,67.6009979248047,67.6719970703125,67.7330017089844
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Tajikistan,TJK,48.3339996337891,47.8370018005371,47.3759994506836,46.9469985961914
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Tanzania,TZA,86.4649963378906,86.3629989624023,86.2419967651367,86.1129989624023
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Thailand,THA,76.3789978027344,75.5719985961914,75.9469985961914,74.9800033569336
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Timor-Leste,TLS,70.2279968261719,70.2480010986328,70.2870025634766,70.3740005493164
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Togo,TGO,58.4790000915527,57.6189994812012,57.3489990234375,57.0449981689453
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Tonga,TON,56.1209983825684,55.1790008544922,54.2309989929199,54.2350006103516
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Trinidad and Tobago,TTO,66.9199981689453,67.1279983520508,67.2809982299805,67.4059982299805
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Tunisia,TUN,60.1440010070801,59.8959999084473,59.6800003051758,59.8300018310547
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Turkey,TUR,65.5169982910156,66.0749969482422,66.0699996948242,63.3810005187988
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Turkmenistan,TKM,53.5830001831055,53.4129981994629,53.2620010375977,53.1119995117188
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Turks and Caicos Islands,TCA,..,..,..,..
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Tuvalu,TUV,..,..,..,..
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Uganda,UGA,72.9120025634766,72.5950012207031,72.2590026855469,71.879997253418
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Ukraine,UKR,56.814998626709,56.9620018005371,57.9850006103516,59.3160018920898
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,United Arab Emirates,ARE,90.6689987182617,90.2109985351563,89.2710037231445,89.3450012207031
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,United Kingdom,GBR,65.2480010986328,65.2269973754883,65.5759963989258,65.4960021972656
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,United States,USA,64.6460037231445,64.9130020141602,65.2200012207031,65.4879989624023
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Uruguay,URY,68.9219970703125,68.1790008544922,67.2160034179688,66.3160018920898
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Uzbekistan,UZB,69.004997253418,68.3880004882813,68.1679992675781,67.9680023193359
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Vanuatu,VUT,76.7379989624023,76.7440032958984,76.6849975585938,76.6859970092773
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,"Venezuela, RB",VEN,71.0800018310547,70.8629989624023,69.7710037231445,67.0699996948242
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Vietnam,VNM,79.7750015258789,79.3830032348633,79.963996887207,79.1259994506836
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Virgin Islands (U.S.),VIR,59.7060012817383,60.7210006713867,56.2649993896484,53.3219985961914
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,West Bank and Gaza,PSE,55.4869995117188,55.0200004577637,53.5620002746582,55.0499992370605
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,"Yemen, Rep.",YEM,59.1189994812012,59.4679985046387,59.7529983520508,59.9790000915527
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Zambia,ZMB,71.3349990844727,70.5979995727539,70.234001159668,69.0630035400391
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Zimbabwe,ZWE,85.7419967651367,85.7080001831055,85.5940017700195,85.431999206543
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Africa Eastern and Southern,AFE,72.3749535767873,72.1853533089265,71.9737727189175,71.6509194981006
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Africa Western and Central,AFW,63.2310716511131,62.9012039890783,62.7055749626038,62.52161244824
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Arab World,ARB,65.5606990842771,64.9500334365785,65.1975882733459,65.7930797828015
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Caribbean small states,CSS,64.8721808976775,65.301254382247,65.2941429024841,65.7226601918221
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Central Europe and the Baltics,CEB,60.2882385445614,61.6744650518637,62.4256658159648,63.02991040621
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Early-demographic dividend,EAR,71.7882294915303,71.4811094593427,71.1690702780827,71.0844533664316
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,East Asia & Pacific,EAS,73.3793733736831,73.0575283964211,72.9348581143552,72.5980260442137
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,East Asia & Pacific (excluding high income),EAP,74.0083177482566,73.6093434813145,73.4165210065754,73.0188685262504
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,73.884577757217,73.4800803671885,73.2840757425947,72.8813530162861
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Euro area,EMU,57.2311769476392,57.8702720899233,58.4455931386756,58.8419238297352
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Europe & Central Asia,ECS,61.2583197881067,61.7483061668885,62.192773381268,62.1888777818948
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Europe & Central Asia (excluding high income),ECA,63.9747653771511,64.3214245169454,64.6504956220517,64.2077434204433
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,63.5537084613007,63.9871731439448,64.3355026625038,64.0005647933875
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,European Union,EUU,58.0064134775047,58.7913610310337,59.3732720048337,59.8158961293839
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Fragile and conflict affected situations,FCS,67.9127345837661,67.5314543087503,67.3661701279922,67.029613395535
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Heavily indebted poor countries (HIPC),HPC,73.3829434870992,73.251437297888,73.0839092668261,72.8809332891916
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,High income,HIC,64.1644107180981,64.5870701278966,64.982042185403,65.2998277995835
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,IBRD only,IBD,70.7277395245849,70.337718389057,70.0851676605214,69.8128389262282
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,IDA & IBRD total,IBT,70.9966361123387,70.6587603249433,70.4204363138886,70.1754238897074
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,IDA blend,IDB,68.7572266994185,68.3215127178093,68.0102917552794,67.9815932240809
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,IDA only,IDX,73.7260878553081,73.7128200382588,73.5611395954082,73.3218024747531
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,IDA total,IDA,72.0264365872477,71.8702707025288,71.665921679346,71.500406852783
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Late-demographic dividend,LTE,71.6192116019625,71.2644481550181,71.1022381081105,70.6799671620941
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Latin America & Caribbean,LCN,70.4805512372954,70.1828366373607,70.104766192178,69.9563804965482
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Latin America & Caribbean (excluding high income),LAC,70.7730514729865,70.4549056163205,70.4399598475845,70.4295151701306
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,70.6883403185454,70.3659898704996,70.2693817365434,70.1118363314359
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Least developed countries: UN classification,LDC,74.4327365171896,74.3819755158537,74.2454189396939,74.0004734450312
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Low & middle income,LMY,71.1410317263804,70.7916442311259,70.5532283704929,70.3154962862035
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Low income,LIC,73.0789900957305,72.9091138702863,72.749268423989,72.5680615354233
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Lower middle income,LMC,71.2973709638465,70.8723289104631,70.558751728144,70.5184336722237
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Middle East & North Africa,MEA,65.7629013933834,65.5096818144244,65.8348182627714,66.5820754539593
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Middle East & North Africa (excluding high income),MNA,62.2294042279825,61.8445205028146,62.2373539985701,62.9166689569697
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,62.3005600288205,61.9171785777514,62.3309831402831,63.0026618688421
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Middle income,MIC,70.9835084695953,70.6166206331665,70.3684600131676,70.1223971208457
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,North America,NAC,64.6695939451731,64.9644391884695,65.2349728837811,65.5281512892014
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Not classified,INX,..,..,..,..
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,OECD members,OED,64.5476434413362,64.9565715578069,65.2868041161512,65.2793942931776
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Other small states,OSS,66.4085160415562,66.4573160410715,66.4976972413511,66.6469664096099
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Pacific island small states,PSS,74.8649265694918,74.7852888739298,74.7213507503839,74.7297978619847
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Post-demographic dividend,PST,62.8446006991438,63.257955012914,63.7123841372623,64.0275977908707
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Pre-demographic dividend,PRE,67.7979322351574,67.429575390241,67.2316235573218,66.9863296871238
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Small states,SST,66.5288871969857,66.640135822601,66.6677676831836,66.8605625674683
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,South Asia,SAS,72.1422605054556,71.6608059038007,71.0469751317314,70.8450606485074
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,South Asia (IDA & IBRD),TSA,72.1422605054556,71.6608059038007,71.0469751317314,70.8450606485074
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Sub-Saharan Africa,SSF,68.7075188600384,68.4645904308923,68.2613233733812,67.995575792041
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Sub-Saharan Africa (excluding high income),SSA,68.7075188600384,68.4645904308923,68.2613233733812,67.995575792041
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,68.7075188600384,68.4645904308923,68.2613233733812,67.995575792041
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Upper middle income,UMC,70.627494222265,70.3238123163383,70.1483226499819,69.6592573178707
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,World,WLD,69.891321193223,69.6883070523148,69.5663271557129,69.4244689901997
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Afghanistan,AFG,17.0090007781982,17.9500007629395,18.2530002593994,18.5330009460449
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Albania,ALB,42.4889984130859,43.3219985961914,45.1119995117188,46.7540016174316
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Algeria,DZA,13.8540000915527,13.7220001220703,13.6009998321533,13.5069999694824
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,American Samoa,ASM,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Andorra,AND,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Angola,AGO,69.036003112793,69.0619964599609,69.0869979858398,69.1340026855469
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Antigua and Barbuda,ATG,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Argentina,ARG,43.3499984741211,43.3120002746582,44.117000579834,44.8009986877441
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Armenia,ARM,38.806999206543,38.7000007629395,34.3139991760254,36.1230010986328
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Aruba,ABW,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Australia,AUS,55.8769989013672,56.4220008850098,57.2389984130859,57.8209991455078
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Austria,AUT,52.826000213623,53.0979995727539,53.3059997558594,53.5429992675781
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Azerbaijan,AZE,59.2589988708496,59.5439987182617,59.9879989624023,59.7490005493164
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,"Bahamas, The",BHS,59.859001159668,62,63.0110015869141,63.0289993286133
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Bahrain,BHR,41.9990005493164,42.1110000610352,42.3699989318848,42.6450004577637
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Bangladesh,BGD,30.507999420166,33.6860008239746,33.7980003356934,33.8580017089844
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Barbados,BRB,56.5250015258789,55.1949996948242,54.390998840332,54.7379989624023
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Belarus,BLR,56.3089981079102,56.2159996032715,56.0940017700195,56.4140014648438
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Belgium,BEL,44.1549987792969,45.2929992675781,46.7680015563965,47.3689994812012
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Belize,BLZ,43.7589988708496,44.0579986572266,44.257999420166,44.2610015869141
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Benin,BEN,68.3560028076172,68.5289993286133,68.7020034790039,68.7610015869141
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Bermuda,BMU,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Bhutan,BTN,53.1080017089844,52.8580017089844,52.5200004577637,52.1189994812012
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Bolivia,BOL,54.6689987182617,56.7620010375977,61.3040008544922,58.0800018310547
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Bosnia and Herzegovina,BIH,22.4160003662109,24.8700008392334,25.0349998474121,26.7119998931885
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Botswana,BWA,42.6619987487793,42.8339996337891,43.0200004577637,43.185001373291
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Brazil,BRA,44.75,44.8790016174316,45.2519989013672,45.8810005187988
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,British Virgin Islands,VGB,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Brunei Darussalam,BRN,51.1290016174316,50.6679992675781,51.5769996643066,50.6129989624023
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Bulgaria,BGR,44.3310012817383,46.5610008239746,46.9189987182617,48.3240013122559
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Burkina Faso,BFA,55.1269989013672,55.1150016784668,55.1110000610352,55.140998840332
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Burundi,BDI,78.9059982299805,78.8980026245117,78.9020004272461,78.9169998168945
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Cabo Verde,CPV,44.5929985046387,45.0629997253418,42.9850006103516,44.0099983215332
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Cambodia,KHM,75.265998840332,76.2910003662109,76.1279983520508,75.9800033569336
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Cameroon,CMR,67.7180023193359,67.7409973144531,67.7799987792969,67.8239974975586
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Canada,CAN,57.4550018310547,57.8839988708496,57.9329986572266,58.2179985046387
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Cayman Islands,CYM,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Central African Republic,CAF,59.4949989318848,59.6049995422363,59.7610015869141,59.8600006103516
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Chad,TCD,49.4160003662109,48.7540016174316,48.0940017700195,48.1749992370605
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Channel Islands,CHI,47.4090003967285,48.0130004882813,48.5340003967285,48.8839988708496
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Chile,CHL,44.7290000915527,45.1049995422363,45.3810005187988,45.5209999084473
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,China,CHN,60.9729995727539,60.8530006408691,60.7690010070801,60.5410003662109
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Colombia,COL,51.3959999084473,51.0940017700195,50.2900009155273,48.8619995117188
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Comoros,COM,29.3449993133545,29.4389991760254,29.5419998168945,29.6469993591309
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,"Congo, Dem. Rep.",COD,60.1319999694824,60.140998840332,60.1689987182617,60.2070007324219
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,"Congo, Rep.",COG,52.1510009765625,52.1920013427734,52.2099990844727,52.2750015258789
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Costa Rica,CRI,39.0480003356934,39.4710006713867,40.814998626709,42.9109992980957
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Cote d'Ivoire,CIV,44.6679992675781,44.3849983215332,44.4529991149902,44.5169982910156
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Croatia,HRV,39.189998626709,40.1660003662109,41.2779998779297,41.9599990844727
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Cuba,CUB,41.3040008544922,41.5419998168945,41.5149993896484,41.3870010375977
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Curacao,CUW,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Cyprus,CYP,48.6879997253418,50.2649993896484,52.2050018310547,52.7130012512207
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Czech Republic,CZE,49.4440002441406,50.4230003356934,51.3050003051758,51.3479995727539
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Denmark,DNK,53.8849983215332,54.1290016174316,54.4869995117188,54.9329986572266
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Djibouti,DJI,11.1029996871948,11.1800003051758,11.2720003128052,11.3439998626709
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Dominica,DMA,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Dominican Republic,DOM,43.5209999084473,44.9780006408691,45.6459999084473,47.4529991149902
